date;PC1;PC2;PC3
2016-11-10T04:00:00Z;-1,767144e-01;-0,13349969;-0,159575142
2016-11-10T05:00:00Z;-1,923426e-01;-0,35850176; 0,029805231
2016-11-10T06:00:00Z;-1,060779e-01;-0,20399538;-0,273786382
2016-11-10T07:00:00Z;-8,010901e-02;-0,27119466;-0,188280731
2016-11-10T08:00:00Z;-1,129816e-01;-0,22962932;-0,205748040
2016-11-10T09:00:00Z;-5,429616e-02;-0,33795682;-0,206781951
2016-11-10T10:00:00Z;-1,744028e-01;-0,40151530;-0,082990804
2016-11-10T11:00:00Z;-9,598672e-02;-0,42874721;-0,200940125
2016-11-10T12:00:00Z;-8,652512e-02;-0,46317840;-0,147915616
2016-11-10T13:00:00Z;-3,309574e-02;-0,42473513;-0,148926124
2016-11-10T14:00:00Z; 2,099720e-03;-0,32311475;-0,220964884
2016-11-10T15:00:00Z;-8,178534e-02;-0,45538253;-0,196028729
2016-11-10T16:00:00Z;-8,397779e-03;-0,38256672;-0,242906843
2016-11-10T17:00:00Z;-7,331489e-03;-0,43286483;-0,203630365
2016-11-10T18:00:00Z;-7,431656e-02;-0,32816107;-0,135266994
2016-11-10T19:00:00Z;-1,912500e-01;-0,27797304;-0,087974405
2016-11-10T20:00:00Z;-6,262014e-02;-0,28410347;-0,216290354
2016-11-10T21:00:00Z;-1,429536e-01;-0,27460822;-0,179258563
2016-11-10T22:00:00Z;-1,293066e-01;-0,55438872;-0,136579024
2016-11-10T23:00:00Z; 9,692990e-03;-0,28177121;-0,253293288
2016-11-11T00:00:00Z;-1,248268e-01;-0,31904736;-0,231096607
2016-11-11T01:00:00Z;-1,649277e-01;-0,49004438;-0,128771381
2016-11-11T02:00:00Z;-1,247138e-01;-0,36001835;-0,105956233
2016-11-11T03:00:00Z; 2,430141e-02;-0,38744111;-0,240128322
2016-11-11T04:00:00Z;-1,907729e-01;-0,20976778;-0,144015491
2016-11-11T05:00:00Z;-1,533770e-01;-0,28557457;-0,211987415
2016-11-11T06:00:00Z;-9,446574e-02;-0,32175465;-0,181909451
2016-11-11T07:00:00Z;-8,078777e-02;-0,33488402;-0,115631815
2016-11-11T08:00:00Z;-1,020827e-01;-0,15224065;-0,179071123
2016-11-11T09:00:00Z;-1,959831e-01;-0,53705997;-0,123097569
2016-11-11T10:00:00Z;-2,021954e-01;-0,47569930;-0,116795529
2016-11-11T11:00:00Z;-1,299904e-02;-0,43323939;-0,251028369
2016-11-11T12:00:00Z;-4,580700e-02;-0,35020900;-0,168289869
2016-11-11T13:00:00Z;-6,174320e-02;-0,36900646;-0,254508889
2016-11-11T14:00:00Z;-1,222070e-02;-0,36211551;-0,231994610
2016-11-11T15:00:00Z;-7,644869e-02;-0,32104350;-0,257294343
2016-11-11T16:00:00Z;-3,171613e-02;-0,29356214;-0,180343471
2016-11-11T17:00:00Z;-4,832822e-02;-0,33914068;-0,257795644
2016-11-11T18:00:00Z;-1,070115e-02;-0,33059268;-0,132422701
2016-11-11T19:00:00Z;-1,232770e-01;-0,33401729;-0,139046610
2016-11-11T20:00:00Z;-4,338500e-02;-0,39398335;-0,228300009
2016-11-11T21:00:00Z;-8,018847e-02;-0,31008643;-0,204001534
2016-11-11T22:00:00Z; 7,714894e-02;-0,42072786;-0,303727487
2016-11-11T23:00:00Z; 7,784529e-03;-0,25518668;-0,180438306
2016-11-12T00:00:00Z;-1,629074e-01;-0,32001806;-0,134839412
2016-11-12T01:00:00Z;-4,754372e-02;-0,33362627;-0,120929716
2016-11-12T02:00:00Z; 6,588940e-02;-0,38863435;-0,277315496
2016-11-12T03:00:00Z; 4,385733e-02;-0,30140508;-0,299440622
2016-11-12T04:00:00Z;-1,634502e-01;-0,27379370;-0,108336264
2016-11-12T05:00:00Z;-1,569548e-02;-0,38576696;-0,230020571
2016-11-12T06:00:00Z;-1,255424e-01;-0,45547660;-0,109125368
2016-11-12T07:00:00Z;-5,396873e-02;-0,28153732;-0,098802553
2016-11-12T08:00:00Z;-6,914579e-02;-0,05547447;-0,164586875
2016-11-12T09:00:00Z;-5,300901e-02;-0,19923013;-0,208480022
2016-11-12T10:00:00Z;-1,220387e-01;-0,30785082;-0,185917596
2016-11-12T11:00:00Z; 2,481652e-02;-0,42429090;-0,239283797
2016-11-12T12:00:00Z;-8,759567e-02;-0,35632567;-0,245516732
2016-11-12T13:00:00Z;-3,147363e-02;-0,40404979;-0,268232348
2016-11-12T14:00:00Z; 6,050415e-03;-0,44047279;-0,285430047
2016-11-12T15:00:00Z;-5,013382e-02;-0,56327863;-0,248359272
2016-11-12T16:00:00Z;-8,359740e-02;-0,41766668;-0,178885593
2016-11-12T17:00:00Z;-8,309241e-03;-0,44106962;-0,265864105
2016-11-12T18:00:00Z;-1,857844e-05;-0,43539893;-0,192275881
2016-11-12T19:00:00Z;-1,016810e-01;-0,45370832;-0,160308125
2016-11-12T20:00:00Z; 2,638079e-02;-0,36823213;-0,247142420
2016-11-12T21:00:00Z;-4,042531e-02;-0,36948196;-0,182310257
2016-11-12T22:00:00Z;-9,076043e-02;-0,44129236;-0,119873585
2016-11-12T23:00:00Z;-3,301565e-01;-0,47548533;-0,058483953
2016-11-13T00:00:00Z;-1,770998e-01;-0,26356811;-0,099711185
2016-11-13T01:00:00Z;-5,153863e-02;-0,28979733;-0,318124595
2016-11-13T02:00:00Z;-1,084825e-01;-0,35822150;-0,191550714
2016-11-13T03:00:00Z;-3,323609e-02;-0,34317447;-0,244572485
2016-11-13T04:00:00Z;-5,769578e-02;-0,27329485;-0,194255300
2016-11-13T05:00:00Z;-2,105239e-01;-0,49652881;-0,162353891
2016-11-13T06:00:00Z;-9,206240e-02;-0,32155501;-0,133958878
2016-11-13T07:00:00Z;-1,834962e-01;-0,28308150;-0,165667865
2016-11-13T08:00:00Z;-9,747788e-02;-0,20030250;-0,125081740
2016-11-13T09:00:00Z;-3,024995e-02;-0,38228813;-0,202208545
2016-11-13T10:00:00Z;-1,340234e-01;-0,36803566;-0,112932651
2016-11-13T11:00:00Z;-1,249019e-01;-0,35661361;-0,102796937
2016-11-13T12:00:00Z;-1,022872e-01;-0,34642346;-0,174088263
2016-11-13T13:00:00Z;-4,575530e-02;-0,40690183;-0,220015246
2016-11-13T14:00:00Z;-1,158184e-01;-0,32441182;-0,184658252
2016-11-13T15:00:00Z;-1,071111e-01;-0,33309199;-0,123545022
2016-11-13T16:00:00Z;-7,839232e-02;-0,30537437;-0,136492155
2016-11-13T17:00:00Z;-1,105213e-01;-0,31429735;-0,109725098
2016-11-13T18:00:00Z;-9,118667e-02;-0,31156805;-0,133365778
2016-11-13T19:00:00Z;-9,197778e-02;-0,30614927;-0,208951525
2016-11-13T20:00:00Z;-6,096710e-02;-0,26779664;-0,171749345
2016-11-13T21:00:00Z;-9,511072e-02;-0,13251087;-0,179709877
2016-11-13T22:00:00Z;-6,151775e-02;-0,31744183;-0,183902139
2016-11-13T23:00:00Z;-1,022412e-01;-0,30513803;-0,192175948
2016-11-14T00:00:00Z;-1,704590e-01;-0,31786831;-0,066363205
2016-11-14T01:00:00Z;-1,308742e-01;-0,47811818;-0,040318802
2016-11-14T02:00:00Z;-3,365148e-02;-0,36485206;-0,193089604
2016-11-14T03:00:00Z;-7,332022e-02;-0,24268562;-0,279953429
2016-11-14T04:00:00Z;-1,062230e-01;-0,24963297;-0,164847536
2016-11-14T05:00:00Z;-6,660630e-02;-0,27424616;-0,247891073
2016-11-14T06:00:00Z;-1,004474e-01;-0,43850794;-0,204796216
2016-11-14T07:00:00Z;-8,927890e-02;-0,26702737;-0,100448298
2016-11-14T08:00:00Z;-9,740968e-02;-0,30574596;-0,194890797
2016-11-14T09:00:00Z;-2,236722e-01;-0,59358452;-0,043701515
2016-11-14T10:00:00Z;-7,376838e-02;-0,39331673;-0,196256681
2016-11-14T11:00:00Z; 8,470734e-02;-0,50262255;-0,304945244
2016-11-14T12:00:00Z;-8,333088e-02;-0,37793693;-0,158413064
2016-11-14T13:00:00Z;-2,316901e-02;-0,42422660;-0,228968221
2016-11-14T14:00:00Z;-1,466694e-01;-0,40792679;-0,182425581
2016-11-14T15:00:00Z;-7,221443e-02;-0,38958134;-0,153872080
2016-11-14T16:00:00Z;-2,820597e-02;-0,30122889;-0,230247250
2016-11-14T17:00:00Z;-3,633088e-02;-0,41682736;-0,251794022
2016-11-14T18:00:00Z;-1,815149e-02;-0,41937840;-0,254704791
